Headline,Description,Date,Link
People are buying luxury goods again. That’s a good thing,"At first glance, the number of people buying pricy leather bags may not seem like a helpful bellwether for the health of the global economy.","Oct 16, 2020",https://www.cnn.com/2020/10/16/investing/premarket-stocks-trading/index.html
CEOs say they need to do more to fight racism. This is how they plan to do it,,"Oct 15, 2020",https://www.cnn.com/2020/10/15/success/business-roundtable-advancing-racial-equity-report/index.html
Lockdown or a drip feed of Covid restrictions? One path is better for the economy,Governments across Europe are claiming that they face an unenviable choice as the coronavirus pandemic rages on: Saving their economies or saving lives.,"Oct 15, 2020",https://www.cnn.com/2020/10/15/business/lockdown-economy-johnson-uk-intl/index.html
Goldman Sachs posts big jump in profits as market rebounds,Investment banking giant Goldman Sachs reported impressive third-quarter results Wednesday morning. Profits nearly doubled to $3.6 billion and easily topped Wall Street’s forecasts. Revenue rose 30% from a year ago and also surpassed analysts’ ...,"Oct 14, 2020",https://www.cnn.com/2020/10/14/investing/goldman-sachs-earnings/index.html
"Big bank profits are about Wall Street, not Main Street",You’d expect the biggest US banks to be having a tough time right now.,"Oct 14, 2020",https://www.cnn.com/2020/10/14/investing/premarket-stocks-trading/index.html
What small business owners really need from the next president,"Tim Burgess came up with creative ways to keep his Charlottesville, Virginia, restaurants running after reopening in May, following a nearly two-month shutdown during the pandemic.","Oct 14, 2020",https://www.cnn.com/2020/10/13/business/small-business-covid-recovery-trump-biden/index.html
BlackRock is soaring as investors plow money into ETFs,"BlackRock, the owner of the wildly popular iShares family of exchange-traded funds and the world’s largest asset manager, has gotten even bigger during the Covid-19 pandemic. BlackRock said Tuesday that it now has $7.8 trillion in assets under ...","Oct 13, 2020",https://www.cnn.com/2020/10/13/investing/blackrock-earnings/index.html
Online shopping has been turbocharged by the pandemic. There’s no going back,"The coronavirus crisis has divided retail companies into two distinct groups: those with functioning e-commerce businesses, and those without. Many of the have-nots won’t survive.","Oct 13, 2020",https://www.cnn.com/2020/10/11/investing/stocks-week-ahead/index.html
Stop buying so much from Amazon. Support your local businesses instead,"Amazon’s annual Prime Day sales event is slated for Tuesday and Wednesday and millions of shoppers will certainly flock to the site looking for deals. This year, the company is attempting to promote small business as a means to coax even more ...","Oct 13, 2020",https://www.cnn.com/2020/10/13/perspectives/local-businesses-amazon-prime-day/index.html
Americans are racing to create new businesses during the pandemic,"At a moment of intense uncertainty, Americans are rushing to form new businesses — one positive sign for the economic recovery.","Oct 12, 2020",https://www.cnn.com/2020/10/12/investing/premarket-stocks-trading/index.html
China is winning the global economic recovery,"While much of the world scrambles to prevent new coronavirus cases from stalling the fragile recovery from recession, China’s economy is hitting its stride again and will end the year more influential than ever.","Oct 11, 2020",https://www.cnn.com/2020/10/10/economy/china-global-economy-intl-hnk/index.html
Dollar General to open new stores targeting wealthier shoppers,"Dollar General, the retail powerhouse known for its rock-bottom prices, is opening a new store aimed at higher-end suburban shoppers.","Oct 09, 2020",https://www.cnn.com/2020/10/08/business/dollar-general-popshelf-retail-store/index.html
The US debt is now projected to be larger than the US economy,,"Oct 09, 2020",https://www.cnn.com/2020/10/08/economy/deficit-debt-pandemic-cbo/index.html
Biden and Trump are failing the American worker,"Oren Cass writes both Donald Trump and Joe Biden have fallen short of addressing the most pressing economic question of this campaign – how we change the course of an economy that, through booms and busts, has been leaving much of the ...","Oct 08, 2020",https://www.cnn.com/2020/10/08/opinions/biden-trump-falling-short-economy-cass/index.html
Banks want to pull the levers of global finance for good,"The titans of Wall Street have long avoided taking a leadership role on environmental and social issues. Now, as public attitudes shift, they’re changing their position.","Oct 08, 2020",https://www.cnn.com/2020/10/08/investing/premarket-stocks-trading/index.html
Samsung earnings soar as smartphone sales rebound and rival Huawei struggles,"Samsung predicts its profit jumped nearly 60% last quarter, suggesting it will retake its position as the world’s top smartphone seller as the fallout from the coronavirus pandemic eases and US sanctions against rival Huawei bite.","Oct 08, 2020",https://www.cnn.com/2020/10/08/tech/samsung-earnings-3q-intl-hnk/index.html
What record growth numbers miss about the economic recovery,"Understanding where we stand in the economic cycle offers valuable context for what otherwise seems irreconcilable, particularly with respect to two key economic metrics: GDP and employment.","Oct 08, 2020",https://www.cnn.com/2020/10/07/perspectives/economic-recovery-gdp-jobs/index.html
Billionaires have never been richer despite the pandemic,The wealth of the world’s billionaires reached a new record high in the middle of the pandemic as a rebound in tech stocks boosted the fortunes of the global elite.,"Oct 07, 2020",https://www.cnn.com/2020/10/07/business/billionaires-ubs-report/index.html
Trump’s lead over Biden on the economy has vanished,President Donald Trump is no longer winning on his signature issue: the economy.,"Oct 07, 2020",https://www.cnn.com/2020/10/06/economy/2020-poll-trump-biden-economy/index.html
Goldman Sachs: A Democratic sweep would mean faster economic recovery,President Donald Trump is once again warning voters that Democrats would “shut our economy and jobs down” if they win in November.,"Oct 06, 2020",https://www.cnn.com/2020/10/06/business/economy-election-blue-wave-goldman-sachs/index.html
This startup is taking on big banks. And it’s working.,"The economic forces set off by the pandemic are crushing traditional banks. Yet Chime, a startup taking aim at big banks, is booming. And it doesn’t have a single bank branch.","Oct 05, 2020",https://www.cnn.com/2020/10/05/business/chime-bank-startup/index.html
Nearly 4 million US jobs have vanished forever,"There’s mounting evidence that the pandemic is dealing a lasting blow to the American economy, with millions of jobs vanishing forever.","Oct 02, 2020",https://www.cnn.com/2020/10/02/economy/permanent-job-losses-recession/index.html
India’s richest man has raised $3.4 billion for his retail empire in just a few weeks,India’s richest man is on another serious fundraising spree.,"Oct 02, 2020",https://www.cnn.com/2020/10/02/business/reliance-retail-india-intl-hnk/index.html
Farm to Wall Street: Food IPOs are all the rage,"Rapidly growing tech companies like unicorns Palantir, Asana, Snowflake and Unity Software have made splashy stock market debuts in recent weeks. But the less sexy business of food is also taking Wall Street by storm lately.","Oct 02, 2020",https://www.cnn.com/2020/10/01/investing/food-ipos-mission-produce/index.html
Why the economy would be stronger under Biden than Trump,"More than six months since the Covid-19 pandemic hit, the US economy remains in a bad place. One-fifth of American workers are either unemployed, too discouraged to look for work and thus are not counted as unemployed, have lost work hours or ...","Oct 01, 2020",https://www.cnn.com/2020/10/01/perspectives/economy-biden-trump/index.html
Joe Biden said the economic recovery is ‘K-shaped.’ Here’s what that means,The American economy is recovering. That’s not up for debate.,"Oct 01, 2020",https://www.cnn.com/2020/09/30/economy/k-shaped-economic-recovery-trnd/index.html
Trump says the economy is booming. He’s right – but you don’t feel it,"President Donald Trump touts the economy’s quick recovery as evidence of his administration’s success. He’s not wrong, but it’s not the full picture.","Oct 01, 2020",https://www.cnn.com/2020/09/27/economy/two-sides-economy-powell/index.html
4 million more Americans turn to Medicaid as coronavirus roils the economy,"Just over 4 million more Americans turned to Medicaid last spring as the coronavirus pandemic upended the nation’s economy, new federal data released Wednesday shows.","Oct 01, 2020",https://www.cnn.com/2020/09/30/politics/medicaid-coronavirus-economy/index.html
A big Chinese tech company is quitting Wall Street after 20 years,Chinese online media firm Sina Corp. is quitting Wall Street as Chinese tech companies come under heightened scrutiny in the United States.,"Sep 29, 2020",https://www.cnn.com/2020/09/29/tech/sina-private-china-tech-hnk-intl/index.html
"Worried about more shortages, grocery stores are stockpiling goods",Grocery stores across the United States are stocking up on products to avoid shortages during a second wave of coronavirus.,"Sep 27, 2020",https://www.cnn.com/2020/09/27/business/grocery-stores-stockpiling-pandemic/index.html
Who’s hiring? These companies,"The pandemic sent the United States into one of the steepest economic contractions in history, but some businesses are pulling through – and even thriving during this time of adversity. Some are hiring thousands of employees to keep up with their ...","Sep 27, 2020",https://www.cnn.com/2020/09/27/economy/companies-hiring-pandemic/index.html
How Jack Ma built China’s money supermarket into a $200 billion company,"Ant Group, which started out as a service for China’s nascent e-commerce industry, has become one of the biggest financial tech firms in the world.","Sep 26, 2020",https://www.cnn.com/2020/09/25/tech/ant-group-alipay-intl-hnk/index.html
Here’s more evidence the US jobs recovery has stalled,"Economists have been warning that the jobs recovery could run into trouble this fall. Now, their fears appear to be bearing out.","Sep 25, 2020",https://www.cnn.com/2020/09/25/investing/premarket-stocks-trading/index.html
Commercial real estate flounders as housing market booms,"The housing market is red hot thanks to record-low mortgage rates and consumers looking to flee cities for the suburbs. But offices, shopping malls and other commercial real estate properties have been hit hard by the coronavirus pandemic.","Sep 22, 2020",https://www.cnn.com/2020/09/22/investing/commercial-real-estate-recession/index.html
Xi Jinping wants China’s private companies to fight alongside the Communist Party,"President Xi Jinping has sent a message to China’s private businesses: You can make money, but only if you follow my rules.","Sep 22, 2020",https://www.cnn.com/2020/09/22/business/china-private-sector-intl-hnk/index.html
Why the loss of RBG could hurt the fragile economic recovery,"Just when you thought 2020 couldn’t get any more chaotic, the death of Supreme Court Justice Ruth Bader Ginsburg set off a political earthquake that could rattle the fragile economic recovery.","Sep 21, 2020",https://www.cnn.com/2020/09/21/business/rbg-death-economy-wall-street-corporate-america/index.html
Capitalism isn’t working anymore. Here’s how the pandemic could change it forever,"Capitalism is in crisis. The pandemic could change it forever, in favor of workers and those in greatest need.","Sep 21, 2020",https://www.cnn.com/2020/09/20/economy/how-covid-changed-capitalism/index.html
"Six months into the pandemic, the US economic outlook is getting gloomier",The economic recovery might now be heading in the wrong direction.,"Sep 21, 2020",https://www.cnn.com/2020/09/21/economy/us-economy-back-to-normal-index/index.html
Trump’s race-baiting might come at a cost to his economy,"President Donald Trump’s increasingly naked race-baiting heading into the final stretch of the 2020 campaign suggests he shares the consensus explanation for his grip on White working-class voters: it’s about their racial resentments, not their ...","Sep 20, 2020",https://www.cnn.com/2020/09/20/politics/election-2020-trump-race-economy/index.html
The US economy needs more help. Congress is too divided to provide it,"Small businesses are disappearing. Unemployment claims remain unbelievably high. And state and local budgets are imploding. Yet Congress is likely to skip town this month without providing additional emergency aid to the economy, according to ...","Sep 18, 2020",https://www.cnn.com/2020/09/18/business/stimulus-goldman-sachs-economy-gdp/index.html
"The US government needs to save Main Street, not just Wall Street","Like Warren Buffett has said — you don’t know who is swimming naked until the tide goes out. The economic shutdown caused by the pandemic starkly revealed who the economy, financial system and government have left behind. And, in this case, it’s ...","Sep 18, 2020",https://www.cnn.com/2020/09/18/perspectives/main-street-economy-middle-class/index.html
Amazon’s stock is getting beat by a warehouse chain this year. And it’s not Costco,"For years, Costco and Sam’s Club have dominated warehouse club retail, where members pay an annual fee to buy large quantities of goods at low prices. But a much smaller warehouse chain has gained steam as shoppers load up on groceries in the ...","Sep 18, 2020",https://www.cnn.com/2020/09/17/business/bjs-wholesale-club-costco-retail/index.html
Bud Light ad campaign highlighting Black-owned restaurants to debut during Thursday Night Football,"Add Anheuser-Busch to the list of major companies working to help save Black-owned businesses, which are struggling more than most during the coronavirus pandemic and the subsequent economic downturn.","Sep 17, 2020",https://www.cnn.com/2020/09/16/business/bud-light-black-owned-restaurants-ad/index.html
The simple thing Trump doesn’t get about the stock market,America’s booming stock market is a flawed yardstick for measuring Main Street’s recovery from the pandemic.,"Sep 16, 2020",https://www.cnn.com/2020/09/16/investing/stock-market-trump-economy/index.html
Retail sales growth slowed down in August,Retail sales ticked up in August from the previous month but at a slower pace after the enhanced unemployment benefits provided by the federal government ended.,"Sep 16, 2020",https://www.cnn.com/2020/09/16/business/retail-sales-data-august/index.html
Here’s why some state economies are recovering faster than others,"Maine, Rhode Island and Vermont are faring better than most states, but Hawaii’s economy is sputtering. Here are some reasons why.","Sep 16, 2020",https://www.cnn.com/2020/09/16/economy/state-economies-back-to-normal-index/index.html
"The outlook for top global economies is improving, OECD says",The huge shock to many of the world’s biggest economies from the coronavirus pandemic may not be quite as bad as economists feared just a few months ago.,"Sep 16, 2020",https://www.cnn.com/2020/09/16/economy/oecd-economic-outlook-september/index.html
Red and Blue America took different roads. Here’s how to bring them together,"Jeffrey D. Sachs writes that one of the biggest factors dividing red and blue states is their different economies. While blue states are mostly in the service industry, red states predominantly produce goods – something that President Trump took aim at ...","Sep 16, 2020",https://www.cnn.com/2020/09/15/opinions/trump-economy-red-blue-state-sachs/index.html
China’s economy shrugs off global slump as shoppers join the recovery,The coronavirus pandemic has pushed the world’s economies into historic slumps. But China is bucking the trend.,"Sep 15, 2020",https://www.cnn.com/2020/09/15/economy/china-economy-retail-intl-hnk/index.html
The undeniable bright spot in the pandemic economy,The stock market continues to be volatile and the job market is still in worse shape than where it was before Covid-19 plunged the United States into recession. But there is still one undeniable bright spot for America’s economy: the housing market.,"Sep 15, 2020",https://www.cnn.com/2020/09/14/investing/housing-economy/index.html
The great grocery boom is slowing down,"As the pandemic began in the spring, consumers were hoarding groceries and household staples, driving up sales at top chains like Walmart, Costco and Kroger.","Sep 14, 2020",https://www.cnn.com/2020/09/14/business/grocery-store-kroger-walmart-costco/index.html
"Britain is risking a car-crash Brexit of food shortages, another recession and isolation","In the four years that have passed since Britain voted to leave the European Union, business executives have consistently delivered one message to the country’s political leaders: Do not under any circumstances crash out of our largest export market ...","Sep 12, 2020",https://www.cnn.com/2020/09/12/business/brexit-no-deal-uk-economy/index.html
Bankruptcy filings are mounting. And that’s just the tip of the iceberg,The pandemic recession plunged dozens of large American companies into bankruptcy this summer. Countless more are on their way.,"Sep 11, 2020",https://www.cnn.com/2020/09/11/business/bankruptcies-recession-economy/index.html
The easy recovery is over,"The United Kingdom, which is one of the few countries to report monthly GDP data, said on Friday that its economy grew by 6.6% in July compared to the previous month — putting it on track for record growth in the third quarter.","Sep 11, 2020",https://www.cnn.com/2020/09/11/investing/premarket-stocks-trading/index.html
Why American billionaire Joseph DaGrosa thinks now is the right time to invest in European football,"With certain revenue streams dried up, football clubs, like many other sports franchises around the world, have been forced to take a financial hit amid the coronavirus pandemic.","Sep 11, 2020",https://www.cnn.com/2020/09/07/football/joseph-dagrosa-football-investment-premier-league-spt-intl-cmd/index.html
US report warns climate change could create economic chaos,"The far-reaching consequences of climate change have the ability to create chaos in the financial system and disrupt the American economy, according to a federal report released Wednesday.","Sep 09, 2020",https://www.cnn.com/2020/09/09/business/climate-change-economy-cftc-report/index.html
US companies are sticking with China despite rising tensions and pressure from Trump,American companies in China are feeling increasingly pessimistic about trade tensions between Washington and Beijing. But very few want to uproot their business in the world’s second biggest economy.,"Sep 09, 2020",https://www.cnn.com/2020/09/09/business/amcham-us-china-business-report-intl-hnk/index.html
Uh-oh: The low and slow economic recovery is back,"The onset of the 2020 recession in the United States came quickly and without much warning. The economy had been chugging along nicely until the Covid-19 pandemic hit America. But now that we’re in a recession, it may take years to fully recover.","Sep 08, 2020",https://www.cnn.com/2020/09/08/investing/economy-recovery-low-slow/index.html
A multibillion-dollar shopping obsession goes mainstream in China,"A rising class of creators in China are racing to get in on live-stream shopping, an emerging form of retail that has become an estimated $66 billion industry.","Sep 07, 2020",https://www.cnn.com/2020/09/06/business/china-livestream-shopping-spc-intl-hnk/index.html
Jobs in these industries won’t come back even after the pandemic is over,"The pandemic has shaken up the US workforce. Between February and April, more than 22 million jobs were lost. Including the 1,371,000 gain in August reported this morning, only 48% of those were recovered since April. And unfortunately, the pace ...","Sep 04, 2020",https://www.cnn.com/2020/09/04/perspectives/economy-jobs-report-august/index.html
Small businesswomen trying to recover find ‘ghost town’ where crowds used to be,"Six months into the coronavirus emergency, Wall Street may be booming but two women of color in New York and Miami say their Main Street businesses are still hurting.","Sep 02, 2020",https://www.cnn.com/2020/09/01/economy/economy-small-business-six-months-into-pandemic/index.html
America’s factories are roaring back. But the economy is still far from a full recovery,"It’s been exactly one year since America’s manufacturing sector dived into a recession on the back of US-China trade conflict. The recession lasted five months, but factories have roared back since. America’s manufacturers reported their best ...","Sep 01, 2020",https://www.cnn.com/2020/09/01/economy/manufacturing-rebound/index.html
Corporate America is getting more worried even as stocks soar,Corporate America was much more positive about the economic recovery before summer arrived.,"Sep 01, 2020",https://www.cnn.com/2020/09/01/investing/premarket-stocks-trading/index.html
These businesses are making more money because Americans are staying home,"Although the pandemic brought about one of the steepest economic contractions in history, home improvement businesses have fared well through the downturn.","Aug 31, 2020",https://www.cnn.com/2020/08/30/business/nesting-home-economy-pandemic/index.html
Why does Walmart want TikTok? Look at how teens shop in China,"Walmart is an American company known for its big box retail stores selling every day goods, casual clothing, groceries and TVs. That is a far cry from the youthful culture of teens that flock to TikTok for entertaining dance videos, lip syncing performances ...","Aug 28, 2020",https://www.cnn.com/2020/08/28/tech/walmart-tiktok-bid-hnk-intl/index.html
Covid-19 dealt a shock to the world’s top economies. Here’s who has fared the worst,The world’s top developed economies are all officially in a recession. What happens next is far from certain.,"Aug 28, 2020",https://www.cnn.com/2020/08/28/economy/global-recession-g7-countries/index.html
SoftBank gets even more defensive with new $14 billion asset sale,One of the world’s biggest tech investors is raising billions more in cash by selling assets in a bid to protect itself from possible future waves of the coronavirus pandemic.,"Aug 28, 2020",https://www.cnn.com/2020/08/28/tech/softbank-asset-sale-hnk-intl/index.html
China’s Xpeng Motors shares pop 40% in bumper New York IPO,Xpeng Motors soared more than 40% in its debut on the New York Stock Exchange on Thursday.,"Aug 28, 2020",https://www.cnn.com/2020/08/27/investing/xpeng-ipo-price-hnk-intl/index.html
It’s time to raise taxes on the rich,"Ensuring income equality does not necessarily ensure wealth equality. Those who already have assets — primarily a house or a diversified stock portfolio — will almost always see their wealth grow disproportionately, even in a world where those at the ...","Aug 27, 2020",https://www.cnn.com/2020/08/27/perspectives/racial-inequality-wealth-gap/index.html
Even Corporate America thinks the stock market is overvalued,Even Corporate America thinks Wall Street’s meteoric recovery may be getting out of hand.,"Aug 27, 2020",https://www.cnn.com/2020/08/27/investing/stock-market-overvalued-deloitte-cfo/index.html
Investment firm Vanguard is leaving Hong Kong to focus on mainland China boom,One of the world’s largest asset management companies is pulling out of Hong Kong and making Shanghai its main office for business in Asia.,"Aug 27, 2020",https://www.cnn.com/2020/08/27/investing/vanguard-hong-kong-china-intl-hnk/index.html
Trump is betting on an economic mirage,"Trump does not appear concerned about seeming out of touch with struggling Americans. He is rebranding the recession as a Trump success, and it just might work.","Aug 26, 2020",https://www.cnn.com/2020/08/25/perspectives/economy-trump-rnc-covid/index.html
Exxon’s exit means there’s just one oil company left in the Dow,A shake-up in the Dow Jones Industrial Average shows just how far once mighty oil companies have fallen in the corporate pecking order.,"Aug 25, 2020",https://www.cnn.com/2020/08/25/investing/premarket-stocks-trading/index.html
"UK’s biggest supermarket adds 16,000 jobs to cope with online shopping boom","Tesco is creating 16,000 jobs to meet surging demand in its online business, delivering a rare boost to the struggling UK economy.","Aug 24, 2020",https://www.cnn.com/2020/08/24/business/tesco-creating-16000-jobs/index.html
18 Chinese tech stocks soar 200% as a major market relaxes its IPO rules,One of China’s major stock markets is making it easier for tech startups to go public. It’s yet another way the country is trying to promote homegrown champions as its tech war with the United States continues to escalate.,"Aug 24, 2020",https://www.cnn.com/2020/08/24/investing/china-tech-stocks-chinext-intl-hnk/index.html
China’s Xpeng Motors plans to raise $1.1 billion in New York IPO,"Xpeng Motors, a Chinese electric automaker backed by Alibaba, is heading to the New York Stock Exchange, where it hopes to raise up to $1.1 billion — even as relations between Beijing and Washington continue to worsen.","Aug 24, 2020",https://www.cnn.com/2020/08/24/investing/xpeng-motors-ipo-new-york-intl-hnk/index.html
Convention will test Trump’s ability to explain away the US economic collapse,"President Donald Trump’s election-year economic record looks extraordinarily bleak: widespread business failures, the highest unemployment since the Great Depression, the largest output drop in modern history.","Aug 23, 2020",https://www.cnn.com/2020/08/23/politics/us-economy-covid-trump-republican-national-convention/index.html
"Lights dim on cafe life in Buenos Aires, as Argentina grapples with Covid-19 and a grim future",It’s a rather unusual sight.  Felipe Evangelista is sitting down at the café he has owned for nearly four decades and all he can see are upside-down chairs stored atop empty tables.,"Aug 21, 2020",https://www.cnn.com/2020/08/21/americas/argentina-covid-19-economy-intl/index.html
Alibaba sales soar but US crackdown may be looming,"China’s economy has bounced back from the Covid-19 outbreak in China’s Wuhan province. That’s great news for Alibaba, the e-commerce and cloud giant. But the company also acknowledged the threat of being caught up in the burgeoning trade ...","Aug 20, 2020",https://www.cnn.com/2020/08/20/investing/alibaba-earnings/index.html
Wall Street thinks a double-dip recession is more likely than V-shaped recovery,America’s stock market has swiftly recovered from the pandemic. Sophisticated investors don’t think the real economy will do the same.,"Aug 19, 2020",https://www.cnn.com/2020/08/19/business/double-dip-recession-economy/index.html
How Covid-19 is transforming grocery e-commerce in Dubai,"The Middle East is projected to be one of the next big growth areas for e-commerce, and now Covid-19 is accelerating the pace of change. Farmbox, a Dubai-based food delivery service, is one startup that has seen its orders jump nearly tenfold as more ...","Aug 18, 2020",https://www.cnn.com/2020/08/18/world/farmbox-sales-pandemic-dubai-spc-intl/index.html
Walmart sales soared as shoppers spent their stimulus checks,"Walmart sales got a big boost last quarter as shoppers spent their government stimulus checks on home goods, electronics and lawn care products, the company said Tuesday.","Aug 18, 2020",https://www.cnn.com/2020/08/18/investing/walmart-stock-earnings/index.html
Housing market is still going strong and propping up the economy,The housing market continues to be a bright spot in the United States economy that has been ravaged by coronavirus.,"Aug 18, 2020",https://www.cnn.com/2020/08/18/investing/housing-market-economy-home-depot-earnings/index.html
Amazon doubles down on office workers,"Amazon said Tuesday it plans to hire 3,500 additional workers in cities across the United States. This move commits the e-commerce giant to a significant expansion of office space at a time when others in the tech industry are embracing ...","Aug 18, 2020",https://www.cnn.com/2020/08/18/tech/amazon-office-expansion/index.html
American shopping is back to pre-pandemic levels. That’s a big deal,"Millions of Americans remain unemployed during the coronavirus pandemic and many are struggling to pay their bills. But despite devastation in other parts of the US economy, American consumerism has staged a rapid comeback.","Aug 15, 2020",https://www.cnn.com/2020/08/14/business/us-retail-sales-july/index.html
Reluctant shoppers could slow the coronavirus recovery,"Retail sales data from the world’s two largest economies could set the tone on Wall Street on Friday. The first round, from China, suggest the coronavirus recovery could take longer than expected.","Aug 14, 2020",https://www.cnn.com/2020/08/14/investing/premarket-stocks-trading/index.html
CNN Business Exclusive: 109 year-old IBM is planning to take on Amazon. Here’s how,"When former IBM cloud leader Arvind Krishna took over the company’s top job earlier this year, the move sent a clear signal about where the company sees its future.","Aug 14, 2020",https://www.cnn.com/2020/08/13/tech/ibm-hybrid-cloud-investment/index.html
3 warnings on travel that point to a slow economic recovery,The biggest question facing investors is how quickly the global economy can recover from the coronavirus pandemic.,"Aug 13, 2020",https://www.cnn.com/2020/08/13/investing/premarket-stocks-trading/index.html
Trump’s misleading spin on the economy won’t end before Election Day,"With three months to go until Election Day, the president is sticking to his playbook when it comes to the economy. He’s still taking credit for the positive, ignoring the negative and making stuff up to cater to his base.","Aug 13, 2020",https://www.cnn.com/2020/08/12/perspectives/trump-economy-election/index.html
Britain finally has something ‘world beating.’ A deep recession,"Britons woke up this morning to news that the UK economy shrunk by 20.4% in the second quarter, the worst slump on record and the biggest drop of any major global economy.","Aug 12, 2020",https://www.cnn.com/2020/08/12/investing/premarket-stocks-trading/index.html
UK crashes into deepest recession of any major economy,"UK economic output shrank by 20.4% in the second quarter of 2020, the worst quarterly slump on record, pushing the country into the deepest recession of any major global economy.","Aug 12, 2020",https://www.cnn.com/2020/08/12/economy/uk-economy-gdp/index.html
Saudi Aramco sees ‘partial recovery’ in oil market as China picks up,Saudi Aramco said Sunday that its net profit plunged 73.4% in the second quarter to $6.6 billion. But CEO Amin Nasser said there are signs of improvement as coronavirus shutdowns ease.,"Aug 10, 2020",https://www.cnn.com/2020/08/10/investing/premarket-stocks-trading/index.html
Why the gig economy is a scam,"Our economy is increasingly reliant on the independent contractors known as “gig workers,” especially during the Covid-19 pandemic. But many Americans may not realize that the growing industry we know as the gig economy is really an idea as ...","Aug 09, 2020",https://www.cnn.com/2020/08/09/opinions/united-shades-of-america-gig-economy-kamau-bell/index.html
US economy added 1.8 million jobs in July but still down nearly 13 million jobs during the pandemic,"The US economy added another 1.8 million jobs in July, a sharp slowdown from June and a small step for an economy that’s still down 12.9 million jobs during the pandemic.","Aug 07, 2020",https://www.cnn.com/2020/08/07/economy/july-2020-jobs-report/index.html
"For many small businesses, federal loan money has already run out","Georgie Lou’s Retro Candy store is one of 5 million small businesses that received an emergency loan from the federal government’s Paycheck Protection Program. But like many mom-and-pop shops, the money is nearly out and customers haven’t returned.","Aug 07, 2020",https://www.cnn.com/2020/08/06/politics/ppp-small-business-loan-congress-second-round/index.html
Uber’s delivery service is now bigger than its rides business,"As the pandemic ground its ride-hail business to a halt, Uber’s delivery service took on new importance. Now, it’s Uber’s biggest source of revenue.","Aug 07, 2020",https://www.cnn.com/2020/08/06/tech/uber-second-quarter-earnings/index.html
Bank of England sees smaller hit to UK economy but slower recovery,"The UK economy will take longer than expected to recover from the coronavirus pandemic, the Bank of England said Thursday, as it warned of rising unemployment and other risks to its forecast, such as a second wave of infections and Brexit.","Aug 06, 2020",https://www.cnn.com/2020/08/06/economy/bank-of-england-uk-economy/index.html
5 ways businesses can prevent a costly mental health crisis,We’re urging every business to step up and address their employees’ serious mental health needs during this unusual moment by taking a multi-faceted approach.,"Aug 05, 2020",https://www.cnn.com/2020/08/05/perspectives/mental-health-covid-business/index.html
Black-owned companies are shutting down twice as fast as other businesses,"Black-owned businesses have been hit substantially harder by the coronavirus pandemic than companies overall, according to the Federal Reserve Bank of New York.","Aug 04, 2020",https://www.cnn.com/2020/08/04/economy/black-business-coronavirus-study/index.html
South African retail giant ShopRite says it may sell ‘all or a majority stake’ in Nigeria business,"South African supermarket retailer, ShopRite says it is considering exiting the Nigerian market after re-evaluating its strategy.","Aug 03, 2020",https://www.cnn.com/2020/08/03/africa/shoprite-nigeria-exit-intl/index.html
China’s factory output grows at strongest pace in nearly decade. But weak spots remain,"Activity at China’s factories just grew at the fastest pace in nearly a decade, signaling that the country’s economic recovery is continuing to pick up momentum. But analysts warn that the coronavirus pandemic’s grip on much of the world could still ...","Aug 03, 2020",https://www.cnn.com/2020/08/03/economy/china-pmi-economy-intl-hnk/index.html
US economy posts its worst drop on record,"The US economy contracted at a 32.9% annual rate from April through June, its worst drop on record, the Bureau of Economic Analysis said Thursday.","Jul 31, 2020",https://www.cnn.com/2020/07/30/economy/us-economy-2020-second-quarter/index.html
"Beer sales are picking up again, says world’s biggest brewer","Beer sales are bouncing back, according to the world’s largest brewer.","Jul 31, 2020",https://www.cnn.com/2020/07/30/business/ab-inbev-earnings-intl-hnk/index.html
Europe’s economy suffers record 11.9% slump in GDP,Europe’s economy shrank by 11.9% in the second quarter as the coronavirus pandemic plunged the region into a deep recession.,"Jul 31, 2020",https://www.cnn.com/2020/07/31/economy/europe-economy-gdp-recession/index.html
Google parent Alphabet posts first revenue decline in company history,"Google’s parent company Alphabet posted the first revenue decline in its history during the three months ended in June, a sign of just how much the global pandemic and economic downturn is straining its core advertising business.","Jul 31, 2020",https://www.cnn.com/2020/07/30/tech/google-earnings/index.html
Amazon trounces earnings estimates despite spending $4 billion on coronavirus measures,"Amazon’s revenue during the three months ended in June blew away Wall Street projections, as the company continued to experience a surge in demand due to the coronavirus pandemic.","Jul 31, 2020",https://www.cnn.com/2020/07/30/tech/amazon-earnings-second-quarter/index.html
Dow and S&P 500 sink after economic data deluge,"The Dow and the S&P 500 ended in the red on Thursday. Investors are still wrapping their heads around the morning’s economic data including the GDP report, which finally put a number on just how badly the economy fared during the spring ...","Jul 31, 2020",https://www.cnn.com/2020/07/30/investing/dow-today-us-gdp-decline/index.html
How Germany’s economy shrank 10% but the jobless rate barely moved,"Europe’s largest economy suffered its worst slump on record in the second quarter, as the coronavirus pandemic took a heavy toll on exports and consumer spending.","Jul 30, 2020",https://www.cnn.com/2020/07/30/economy/german-economy-gdp-unemployment/index.html
How bad is the US recession? Investors are about to find out,"This spring, the US economy was put into an unprecedented deep freeze — and economists, investors and policymakers are about to learn the extent of the damage done.","Jul 30, 2020",https://www.cnn.com/2020/07/30/investing/premarket-stocks-trading/index.html
